Title,Link,Depth
(10) Fiona Apple - O' Sailor (Official HD Video) - YouTube,https://www.youtube.com/watch?v=Azx6F2fYPa0,5
(10) Garbage - I Think I'm Paranoid - YouTube,https://www.youtube.com/watch?v=ypr18UmxOas,5
(10) Garbage - You Look So Fine - YouTube,https://www.youtube.com/watch?v=NyAK7qPeHY0,5
(10) Sonic Youth - Sugar Kane - YouTube,https://www.youtube.com/watch?v=RIIEbrMXs20,5
(10) Sonic Youth - 100% (Official Music Video) - YouTube,https://www.youtube.com/watch?v=N3gN9Up6hmc,5
(10) The Hives - Hate to Say I Told You So - YouTube,https://www.youtube.com/watch?v=Uz1Jwyxd4tE,5
(10) The White Stripes - Fell In Love With A Girl (Official Music Video) - YouTube,https://www.youtube.com/watch?v=fTH71AAxXmM,5
(10) Slaves - The Hunter (Official Video) - YouTube,https://www.youtube.com/watch?v=VmtU-bLyReU,5
(10) The White Stripes - We're Going To Be Friends (Official Music Video) - YouTube,https://www.youtube.com/watch?v=PKfD8d3XJok,5
(10) Jack White - Love Interruption (Official Video) - YouTube,https://www.youtube.com/watch?v=iErNRBTPbEc,5
(10) The White Stripes - Seven Nation Army (Official Music Video) - YouTube,https://www.youtube.com/watch?v=0J2QdDbelmY,5
(10) Blur - Song 2 (Official Music Video) - YouTube,https://www.youtube.com/watch?v=SSbBvKaM6sk,5
(10) Beastie Boys - Intergalactic - YouTube,https://www.youtube.com/watch?v=qORYO0atB6g,5
(10) Jamiroquai - Virtual Insanity (Official 4K Video) - YouTube,https://www.youtube.com/watch?v=OeTFAiYbR9o,5
(10) Fools Garden - Lemon Tree (Official HD Video) - YouTube,https://www.youtube.com/watch?v=wCQfkEkePx8,5
(10) Siouxsie And The Banshees - Spellbound (Official Music Video) - YouTube,https://www.youtube.com/watch?v=TjvvK-Rj0WI,5
(10) Starcrawler - I Love LA - YouTube,https://www.youtube.com/watch?v=JR6n23_fL3o,5
(10) Bôa - Duvet (Official Video) - YouTube,https://www.youtube.com/watch?v=Uoox9fpmDP0,5
(10) Japanese Breakfast - Be Sweet (Official Video) - YouTube,https://www.youtube.com/watch?v=2ZfcZEIo6Bw,5
(10) Japanese Breakfast: NPR Music Tiny Desk Concert - YouTube,https://www.youtube.com/watch?v=tK4gaJwXw_4,5
(10) Killing Joke - Kings And Queens - YouTube,https://www.youtube.com/watch?v=ruWPc_9AqPM,5
(10) Killing Joke - Love Like Blood (Official Video) - YouTube,https://www.youtube.com/watch?v=TnpwuRlXbhk,5
(10) The Sisters of Mercy - Lucretia My Reflection - YouTube,https://www.youtube.com/watch?v=IuezNswtRfo,5
(10) Bloodhound Gang - The Bad Touch (Official Video) - YouTube,https://www.youtube.com/watch?v=xat1GVnl8-k,5
(10) Jonathan Bree - You're So Cool - YouTube,https://www.youtube.com/watch?v=gxRq23qVE8A,5
(10) Jonathan Bree - Say You Love Me Too (feat. Clara Viñals) - YouTube,https://www.youtube.com/watch?v=_ysINF5JCXI,5
"(10) Andy Shauf - ""The Magician"" - YouTube",https://www.youtube.com/watch?v=PN0RPWII7gY,5
(10) Scott Pilgrim Vs. The World - Black Sheep [HD] - YouTube,https://www.youtube.com/watch?v=y69gQtAdHKc,5
(10) Alannah Myles - Black Velvet - YouTube,https://www.youtube.com/watch?v=tT4d1LQy4es,5
(10) Berlin - Take My Breath Away (Official Video - Top Gun) - YouTube,https://www.youtube.com/watch?v=Bx51eegLTY8,5
(10) The Flaming Lips - Yoshimi Battles the Pink Robots Pt. 1 [Official Music Video] - YouTube,https://www.youtube.com/watch?v=ZdDHi5SSIlM,5
(10) Jewel - Foolish Games (Official Music Video) - YouTube,https://www.youtube.com/watch?v=UNoouLa7uxA,5
(10) Nine Days - Absolutely (Story of a Girl) [Official Video] - YouTube,https://www.youtube.com/watch?v=ZIANBamMgas,5
"(10) Pavement- ""Harness Your Hopes"" (Official Music Video) - YouTube",https://www.youtube.com/watch?v=w2Ww_O3ceKU,5
(10) The Breeders - Cannonball - YouTube,https://www.youtube.com/watch?v=fxvkI9MTQw4,5
(10) Pantera - This Love (Official Music Video) [4K] - YouTube,https://www.youtube.com/watch?v=tymWpEU8wpM,5
"(10) BLACK SABBATH - ""Paranoid"" (Official Video) - YouTube",https://www.youtube.com/watch?v=0qanF-91aJo,5
(10) Motörhead – Ace Of Spades (Official Video) - YouTube,https://www.youtube.com/watch?v=3mbvWn1EY6g,5
(10) Semisonic - Closing Time (Official Music Video) - YouTube,https://www.youtube.com/watch?v=xGytDsqkQY8,5
(10) Third Eye Blind - How's It Going To Be (Official Music Video) [HD] - YouTube,https://www.youtube.com/watch?v=rE1oIhSgTgI,5
(10) Puddle Of Mudd - She Hates Me (Official Video) - YouTube,https://www.youtube.com/watch?v=BYE4CVhVkhw,5
(10) Incubus - Anna Molly - YouTube,https://www.youtube.com/watch?v=WA_xjBaXor0,5
(10) 311 - Love Song - YouTube,https://www.youtube.com/watch?v=egX9ZDaIrkU,5
(10) Papa Roach - Between Angels And Insects (Official Video) - YouTube,https://www.youtube.com/watch?v=H2jCbXiEQI4,5
(10) Jane's Addiction - Jane Says (Official Music Video) - YouTube,https://www.youtube.com/watch?v=i7Q_8q3XXrQ,5
(10) Stone Temple Pilots - Interstate Love Song (Live @ Bizarre Festival 2001) - YouTube,https://www.youtube.com/watch?v=nFZSyVOcNn8,5
(10) The Pixies Ft. Placebo - Where Is My Mind (Live).avi - YouTube,https://www.youtube.com/watch?v=WlR9PJh6ZrA,5
(10) Men I Trust - Show Me How - YouTube,https://www.youtube.com/watch?v=OZRYzH0Q0pU,5
(10) The Used - All That I've Got (Video) - YouTube,https://www.youtube.com/watch?v=tgB_JwcuPg0,5
(10) The Used - I Caught Fire (Video) - YouTube,https://www.youtube.com/watch?v=VHANzYISxDQ,5
(10) Pale Waves - Television Romance - YouTube,https://www.youtube.com/watch?v=ot1j5M5PTC4,5
(10) The Weeknd - Save Your Tears (Official Music Video) - YouTube,https://www.youtube.com/watch?v=XXYlFuWEuKI,5
(10) Beck - Loser (Official Music Video) - YouTube,https://www.youtube.com/watch?v=YgSPaXgAdzE,5
(10) Sum 41 - Fatlip (Official Music Video) - YouTube,https://www.youtube.com/watch?v=CMX2lPum_pg,5
(10) The Avalanches - Frontier Psychiatrist (Official Video) - YouTube,https://www.youtube.com/watch?v=qLrnkK2YEcE,5
(10) The All-American Rejects - Gives You Hell (Official Music Video) - YouTube,https://www.youtube.com/watch?v=uxUATkpMQ8A,5
(10) Lily Allen | Smile (Official Video) - YouTube,https://www.youtube.com/watch?v=0WxDrVUrSvI,5
(10) Princess Chelsea - The Cigarette Duet - YouTube,https://www.youtube.com/watch?v=4TV_128Fz2g,5
(10) SOKO :: First Love Never Die (Official Video) - YouTube,https://www.youtube.com/watch?v=-_Y2jfK06pY,5
(10) MGMT - Kids (Official HD Video) - YouTube,https://www.youtube.com/watch?v=fe4EK4HSPkI,5
(10) MGMT - Electric Feel (Official HD Video) - YouTube,https://www.youtube.com/watch?v=MmZexg8sxyk,5
(10) M83 'Midnight City' Official video - YouTube,https://www.youtube.com/watch?v=dX3k_QDnzHE,5
(10) Bob Sinclar - World Hold On (Official Video) - YouTube,https://www.youtube.com/watch?v=XpdpW0z9xnQ,5
(10) Bob Sinclar - Love Generation (Official Video) - YouTube,https://www.youtube.com/watch?v=v0NSeysrDYw,5
(10) Alice Deejay - Better Off Alone (Official Video) - YouTube,https://www.youtube.com/watch?v=Lgs9QUtWc3M,5
(10) Darude - Sandstorm - YouTube,https://www.youtube.com/watch?v=y6120QOlsfU,5
(10) Mr Oizo - Flat beat (Official Video with Flat Eric - 1999 - F Communications) - YouTube,https://www.youtube.com/watch?v=qmsbP13xu6k,5
(10) The Chemical Brothers - Hey Boy Hey Girl (Official Music Video) - YouTube,https://www.youtube.com/watch?v=tpKCqp9CALQ,5
(10) Gary Numan - Cars - YouTube,https://www.youtube.com/watch?v=Im3JzxlatUs,5
(10) Devo - Whip It (Official Music Video) | Warner Vault - YouTube,https://www.youtube.com/watch?v=j_QLzthSkfM,5
(10) The Romantics - Talking in Your Sleep - YouTube,https://www.youtube.com/watch?v=JmGMzyajA2U,5
TONI BASIL - Mickey - YouTube,https://www.youtube.com/watch?v=3E-Zrg9CB_Q,5
(10) Lipps Inc. - Funkytown (1980) - YouTube,https://www.youtube.com/watch?v=jPF59O7_qw0,5
(10) The Motels - Only The Lonely - YouTube,https://www.youtube.com/watch?v=ZaPTELylZ1s,5
(10) 'Til Tuesday - Voices Carry - YouTube,https://www.youtube.com/watch?v=uejh-bHa4To,5
(10) When In Rome - The Promise (Official Music Video) - YouTube,https://www.youtube.com/watch?v=5HI_xFQWiYU,5
Crowded House - Don't Dream It's Over (Official Music Video) - YouTube,https://www.youtube.com/watch?v=J9gKyRmic20,5
(10) Deep Blue Something - Breakfast At Tiffany's (Official Music Video) - YouTube,https://www.youtube.com/watch?v=1ClCpfeIELw,5
(10) Tal Bachman - She's So High (Official Video) - YouTube,https://www.youtube.com/watch?v=_ElORM9O-0U,5
(10) Eagle-Eye Cherry - Save Tonight - YouTube,https://www.youtube.com/watch?v=Nntd2fgMUYw,5
"(10) Alice Phoebe Lou - ""Grey"" (Stereofox Sessions) - YouTube",https://www.youtube.com/watch?v=KMRACkJGW1Y,5
(10) Foo Fighters - Everlong (Official HD Video) - YouTube,https://www.youtube.com/watch?v=eBG7P-K-r1Y,5
"(13) The Raconteurs – Steady, As She Goes (Official Music Video - Jim Jarmusch Version) - YouTube",https://www.youtube.com/watch?v=DXAidGQUuns,5
(155) Teenage Blue - Dream Girl - YouTube,https://www.youtube.com/watch?v=s9wU6pXT9Xo,5
"(229) CHROMATICS ""LOOKING FOR LOVE"" (Official Video) - YouTube",https://www.youtube.com/watch?v=1jBWfQ6C1qY,5
(144) Live From The Stage- Team Sleep @WOODSTOCKSESSIONS - YouTube,https://www.youtube.com/watch?v=XO2_HMyVZbI,5
(146) Future Islands - A Dream Of You And Me (Live on KEXP) - YouTube,https://www.youtube.com/watch?v=lov4DwN2PuE,5
(38) SOFI TUKKER - Full Performance (Live on KEXP) - YouTube,https://www.youtube.com/watch?v=bJX6-Rd0zkA,5
Metal,,4
Live Rock,,4
Live Indie,,4
(9) Connan Mockasin - It's Choade My Dear (2010) [Music Video] - YouTube,https://www.youtube.com/watch?v=HkNwuY2JUHQ,5
Acoustic,,4
"(29) EXCLUSIVE: Gorillaz Street Performance of ""On Melancholy Hill"" - YouTube",https://www.youtube.com/watch?v=F_NB4BQy8Ng,5
(9) Ben Howard - Under The Same Sun - YouTube,https://www.youtube.com/watch?v=6KrU1LY-pQU,5
Dj Ep Tracks,,4
(147) Baltra - Fantasy (Vocal Version) - YouTube,https://www.youtube.com/watch?v=ktScz_qv0sI,5
Baltra - Meta - YouTube,https://www.youtube.com/watch?v=WkCs-zs0EtQ,5
(218) Zky - A Question With No Answer - YouTube,https://www.youtube.com/watch?v=mEGbAs3wkDQ,5
Motion,,3
Motion Collection (Real),,4
(13) PIXIES - Gouge Away (Exceptional performance) - YouTube,https://www.youtube.com/watch?v=FiUNDeuBbi8,5
(13) THE PIXIES WHERE IS MY MIND - YouTube,https://www.youtube.com/watch?v=uyVf1lM663Y,5
(13) Pixies - Hey (Live in studio 1988) - YouTube,https://www.youtube.com/watch?v=OdZGvMEeNLw,5
(10) Sonic Youth - Dirty Boots (Revised Audio) - YouTube,https://www.youtube.com/watch?v=7XdYnh729IQ,5
(13) The White Stripes - Icky Thump (Official Music Video) - YouTube,https://www.youtube.com/watch?v=1OjTspCqvk8,5
(13) The Fratellis - Chelsea Dagger (Official Music Video) - YouTube,https://www.youtube.com/watch?v=sEXHeTcxQy4,5
(13) VIOLENT FEMMES-Add it Up - YouTube,https://www.youtube.com/watch?v=QHapDS2fcFE,5
(13) Pixies - Gigantic - YouTube,https://www.youtube.com/watch?v=xJncHEZ3URs,5
(10) Wolf Alice - Don't Delete The Kisses (Live on KEXP) - YouTube,https://www.youtube.com/watch?v=6KW67D6cnPw,5
(13) Radiohead - No Surprises - YouTube,https://www.youtube.com/watch?v=u5CVsCnxyXg,5
(13) Smashing Pumpkins : Bullet with butterfly wings - YouTube,https://www.youtube.com/watch?v=6IDz8DLMWOM,5
(13) The Cure - A Strange Day - YouTube,https://www.youtube.com/watch?v=c4mym0EFKM8,5
(13) MASHUP - Tear You Apart + Bela Lugosi's Dead - DJ ALANT Mix - She wants revenge / Bauhaus Re-Upload - YouTube,https://www.youtube.com/watch?v=dkF0kwP_DsI,5
(13) Jefferson airplane - White rabbit - YouTube,https://www.youtube.com/watch?v=AVER6hyoyJo,5
(10) Killing Joke - Eighties - YouTube,https://www.youtube.com/watch?v=x1U1Ue_5kq8,5
(13) Placebo - Too Many Friends (Official Video) - YouTube,https://www.youtube.com/watch?v=p21YfobjaVA,5
"(10) King Gizzard & The Lizard Wizard - If Not Now, Then When? (Official Video) - YouTube",https://www.youtube.com/watch?v=ntbNRUycbD4,5
(13) King Gizzard & The Lizard Wizard - Sleep Drifter (Live on KEXP) - YouTube,https://www.youtube.com/watch?v=U72rbtrufws,5
"(13) Clairo - ""Bags"" (Recorded Live for World Cafe) - YouTube",https://www.youtube.com/watch?v=Da3FBTjOwVM,5
(13) Metric - Help I'm Alive - Acoustic - YouTube,https://www.youtube.com/watch?v=-1pCOR9Rv9M,5
Phoebe Bridgers - Motion Sickness (Live on KEXP) - YouTube,https://www.youtube.com/watch?v=EgQQkQrPJ2I,5
(13) Phoebe Bridgers - Scott Street (Live on KEXP) - YouTube,https://www.youtube.com/watch?v=9n9hcdohtpY,5
(13) beabadoobee - If You Want To (Official Video) - YouTube,https://www.youtube.com/watch?v=sTQNJT7OZew,5
(10) Siouxsie And The Banshees - Happy House (Official Music Video) - YouTube,https://www.youtube.com/watch?v=amR6-neQBPE,5
"(13) Her's - What Once Was - 11/8/2018 - Paste Studios - New York, NY - YouTube",https://www.youtube.com/watch?v=O-B-BBwfAWU,5
(13) Yeah Yeah Yeahs - Maps (Official Music Video) - YouTube,https://www.youtube.com/watch?v=oIIxlgcuQRU,5
(13) Car Seat Headrest: NPR Music Tiny Desk Concert - YouTube,https://www.youtube.com/watch?v=RZZHTVr-r-g,5
(31) Kashmir - Surfing The Warm Industry - YouTube,https://www.youtube.com/watch?v=5-441uxB7Zw,5
Wet Leg,https://www.youtube.com/watch?v=bJUUnXZVIfY,5
(66) I Don't Know You But Do I Want To? - YouTube,https://www.youtube.com/watch?v=FNtx8_PoQd4,5
(114) The Caretaker's Full Dementia Experience - YouTube,https://www.youtube.com/watch?v=T2IFZrEJ83U,5
(118) Lowertown - Live At Pendulum Studios - YouTube,https://www.youtube.com/watch?v=7815nz4EnM4&t=232s,5
(119) Future Islands - Like the Moon - YouTube,https://www.youtube.com/watch?v=IG50dqs5QKM,5
(10) Sonic Youth - Mildred Pierce (Official Music Video) - YouTube,https://www.youtube.com/watch?v=3-jp4hk7VIU,5
(10) Sonic Youth - Kool Thing (Official Music Video) - YouTube,https://www.youtube.com/watch?v=SDTSUwIZdMk,5
(10) All Them Witches - Real Hippies Are Cowboys (Official Video) - YouTube,https://www.youtube.com/watch?v=q8_drmMJTxk,5
(10) Sonic Youth - Youth Against Fascism - YouTube,https://www.youtube.com/watch?v=eWzIlCJAw-o,5
(10) Jimmy Eat World - The Middle (Official Music Video) - YouTube,https://www.youtube.com/watch?v=oKsxPW6i3pM,5
(10) Tess Parks - Somedays (Official Video) - YouTube,https://www.youtube.com/watch?v=TXICXbzDOZk,5
(10) beabadoobee - She Plays Bass (Official Video) - YouTube,https://www.youtube.com/watch?v=9wFwPh-KbEY,5
(10) beabadoobee - Dance with Me (Official Video) - YouTube,https://www.youtube.com/watch?v=vk0AR1EkkcU,5
(10) beabadoobee - How Was Your Day? (Official Video) - YouTube,https://www.youtube.com/watch?v=t4YPn7eQt2M,5
(10) beabadoobee - Sorry (Official Video) - YouTube,https://www.youtube.com/watch?v=Pd73PBS3x9k,5
(10) beabadoobee - Worth It (Official Video) - YouTube,https://www.youtube.com/watch?v=OUEkLq0apwY,5
(10) Jimmy Eat World - Sweetness - YouTube,https://www.youtube.com/watch?v=ROatPGGMvXg,5
(10) Jimmy Eat World - Pain - YouTube,https://www.youtube.com/watch?v=uaP6KgwbOvo,5
(10) Silversun Pickups - Substitution - YouTube,https://www.youtube.com/watch?v=HcwX2TnsTPE,5
(10) Yellowcard - Ocean Avenue (Official Music Video) - YouTube,https://www.youtube.com/watch?v=X9fLbfzCqWw,5
(10) Fountains of Wayne - Stacy's Mom (Official Music Video) - YouTube,https://www.youtube.com/watch?v=dZLfasMPOU4,5
(10) Meredith Brooks - Bitch (Official Music Video) - YouTube,https://www.youtube.com/watch?v=_ivt_N2Zcts,5
"(10) Jeff Buckley - Lover, You Should've Come Over (Live on Musiqueplus, May 28, 1995) - YouTube",https://www.youtube.com/watch?v=F_eLuk4RjIQ,5
